"NOME_MUN","RACA_COR","NU_ANO","CASOS"
"São Francisco de Itabapoana","Preta","2018",1
"São Francisco de Itabapoana","Preta","2019",91
"São Francisco de Itabapoana","Preta","2020",19
"São Francisco de Itabapoana","Preta","2021",0
"São Francisco de Itabapoana","Preta","2022",1
"São Francisco de Itabapoana","Preta","2023",9
"São Francisco de Itabapoana","Preta","2024",160
"São Francisco de Itabapoana","Preta","2025",1
"São Francisco de Itabapoana","Amarela","2015",8
"São Francisco de Itabapoana","Amarela","2016",0
"São Francisco de Itabapoana","Amarela","2017",0
"São Francisco de Itabapoana","Amarela","2018",1
"São Francisco de Itabapoana","Amarela","2019",12
"São Francisco de Itabapoana","Amarela","2020",0
"São Francisco de Itabapoana","Amarela","2021",0
"São Francisco de Itabapoana","Amarela","2022",0
"São Francisco de Itabapoana","Amarela","2023",0
"São Francisco de Itabapoana","Amarela","2024",22
"São Francisco de Itabapoana","Amarela","2025",0
"São Francisco de Itabapoana","Parda","2015",50
"São Francisco de Itabapoana","Parda","2016",0
"São Francisco de Itabapoana","Parda","2017",0
"São Francisco de Itabapoana","Parda","2018",22
"São Francisco de Itabapoana","Parda","2019",145
"São Francisco de Itabapoana","Parda","2020",61
"São Francisco de Itabapoana","Parda","2021",0
"São Francisco de Itabapoana","Parda","2022",0
"São Francisco de Itabapoana","Parda","2023",15
"São Francisco de Itabapoana","Parda","2024",771
"São Francisco de Itabapoana","Parda","2025",10
"São Francisco de Itabapoana","Indígena","2015",0
"São Francisco de Itabapoana","Indígena","2016",0
"São Francisco de Itabapoana","Indígena","2017",0
"São Francisco de Itabapoana","Indígena","2018",0
"São Francisco de Itabapoana","Indígena","2019",3
"São Francisco de Itabapoana","Indígena","2020",1
"São Francisco de Itabapoana","Indígena","2021",0
"São Francisco de Itabapoana","Indígena","2022",0
"São Francisco de Itabapoana","Indígena","2023",1
"São Francisco de Itabapoana","Indígena","2024",21
"São Francisco de Itabapoana","Indígena","2025",0
"São Francisco de Itabapoana","Ignorado","2015",102
"São Francisco de Itabapoana","Ignorado","2016",9
"São Francisco de Itabapoana","Ignorado","2017",0
"São Francisco de Itabapoana","Ignorado","2018",4
"São Francisco de Itabapoana","Ignorado","2019",313
"São Francisco de Itabapoana","Ignorado","2020",83
"São Francisco de Itabapoana","Ignorado","2021",0
"São Francisco de Itabapoana","Ignorado","2022",1
"São Francisco de Itabapoana","Ignorado","2023",22
"São Francisco de Itabapoana","Ignorado","2024",1709
"São Francisco de Itabapoana","Ignorado","2025",18
"São Gonçalo","Branca","2015",45
"São Gonçalo","Branca","2016",91
"São Gonçalo","Branca","2017",119
"São Gonçalo","Branca","2018",13
"São Gonçalo","Branca","2019",9
"São Gonçalo","Branca","2020",0
"São Gonçalo","Branca","2021",17
"São Gonçalo","Branca","2022",3
"São Gonçalo","Branca","2023",14
"São Gonçalo","Branca","2024",277
"São Gonçalo","Branca","2025",44
"São Gonçalo","Preta","2015",4
"São Gonçalo","Preta","2016",23
"São Gonçalo","Preta","2017",34
"São Gonçalo","Preta","2018",21
"São Gonçalo","Preta","2019",4
"São Gonçalo","Preta","2020",1
"São Gonçalo","Preta","2021",12
"São Gonçalo","Preta","2022",1
"São Gonçalo","Preta","2023",9
"São Gonçalo","Preta","2024",141
"São Gonçalo","Preta","2025",22
"São Gonçalo","Amarela","2015",2
"São Gonçalo","Amarela","2016",1
"São Gonçalo","Amarela","2017",1
"São Gonçalo","Amarela","2018",40
"São Gonçalo","Amarela","2019",1
"São Gonçalo","Amarela","2020",0
"São Gonçalo","Amarela","2021",0
"São Gonçalo","Amarela","2022",0
"São Gonçalo","Amarela","2023",0
"São Gonçalo","Amarela","2024",2
"São Gonçalo","Amarela","2025",1
"São Gonçalo","Parda","2015",64
"São Gonçalo","Parda","2016",83
"São Gonçalo","Parda","2017",193
"São Gonçalo","Parda","2018",219
"São Gonçalo","Parda","2019",186
"São Gonçalo","Parda","2020",13
"São Gonçalo","Parda","2021",27
"São Gonçalo","Parda","2022",5
"São Gonçalo","Parda","2023",40
"São Gonçalo","Parda","2024",887
"São Gonçalo","Parda","2025",247
"São Gonçalo","Indígena","2015",1
"São Gonçalo","Indígena","2016",15
"São Gonçalo","Indígena","2017",2
"São Gonçalo","Indígena","2018",2
"São Gonçalo","Indígena","2019",0
"São Gonçalo","Indígena","2020",0
"São Gonçalo","Indígena","2021",0
"São Gonçalo","Indígena","2022",0
"São Gonçalo","Indígena","2023",0
"São Gonçalo","Indígena","2024",7
"São Gonçalo","Indígena","2025",0
"São Gonçalo","Ignorado","2015",3276
"São Gonçalo","Ignorado","2016",9477
"São Gonçalo","Ignorado","2017",1376
"São Gonçalo","Ignorado","2018",899
"São Gonçalo","Ignorado","2019",554
"São Gonçalo","Ignorado","2020",5
"São Gonçalo","Ignorado","2021",40
"São Gonçalo","Ignorado","2022",13
"São Gonçalo","Ignorado","2023",48
"São Gonçalo","Ignorado","2024",1278
"São Gonçalo","Ignorado","2025",119
"São João da Barra","Branca","2015",38
"São João da Barra","Branca","2016",11
"São João da Barra","Branca","2017",0
"São João da Barra","Branca","2018",17
"São João da Barra","Branca","2019",3
"São João da Barra","Branca","2020",0
"São João da Barra","Branca","2021",0
"São João da Barra","Branca","2022",2
"São João da Barra","Branca","2023",17
"São João da Barra","Branca","2024",72
"São João da Barra","Branca","2025",2
"São João da Barra","Preta","2015",3
"São João da Barra","Preta","2016",0
"São João da Barra","Preta","2017",0
"São João da Barra","Preta","2018",2
"São João da Barra","Preta","2019",1
"São João da Barra","Preta","2020",0
"São João da Barra","Preta","2021",0
"São João da Barra","Preta","2022",0
"São João da Barra","Preta","2023",3
"São João da Barra","Preta","2024",3
"São João da Barra","Preta","2025",0
"São João da Barra","Amarela","2015",0
"São João da Barra","Amarela","2016",0
"São João da Barra","Amarela","2017",0
"São João da Barra","Amarela","2018",1
"São João da Barra","Amarela","2019",0
"São João da Barra","Amarela","2020",0
"São João da Barra","Amarela","2021",0
"São João da Barra","Amarela","2022",0
"São João da Barra","Amarela","2023",0
"São João da Barra","Amarela","2024",0
"São João da Barra","Amarela","2025",0
"São João da Barra","Parda","2015",2
"São João da Barra","Parda","2016",3
"São João da Barra","Parda","2017",0
"São João da Barra","Parda","2018",7
"São João da Barra","Parda","2019",1
"São João da Barra","Parda","2020",0
"São João da Barra","Parda","2021",0
"São João da Barra","Parda","2022",1
"São João da Barra","Parda","2023",5
"São João da Barra","Parda","2024",143
"São João da Barra","Parda","2025",3
"São João da Barra","Indígena","2015",0
"São João da Barra","Indígena","2016",0
"São João da Barra","Indígena","2017",0
"São João da Barra","Indígena","2018",0
"São João da Barra","Indígena","2019",0
"São João da Barra","Indígena","2020",0
"São João da Barra","Indígena","2021",0
"São João da Barra","Indígena","2022",0
"São João da Barra","Indígena","2023",0
"São João da Barra","Indígena","2024",0
"São João da Barra","Indígena","2025",0
"São João da Barra","Ignorado","2015",4
"São João da Barra","Ignorado","2016",2
"São João da Barra","Ignorado","2017",0
"São João da Barra","Ignorado","2018",9
"São João da Barra","Ignorado","2019",28
"São João da Barra","Ignorado","2020",0
"São João da Barra","Ignorado","2021",0
"São João da Barra","Ignorado","2022",1
"São João da Barra","Ignorado","2023",3
"São João da Barra","Ignorado","2024",10
"São João da Barra","Ignorado","2025",1
"São João de Meriti","Branca","2015",96
"São João de Meriti","Branca","2016",66
"São João de Meriti","Branca","2017",0
"São João de Meriti","Branca","2018",1
"São João de Meriti","Branca","2019",44
"São João de Meriti","Branca","2020",2
"São João de Meriti","Branca","2021",3
"São João de Meriti","Branca","2022",4
"São João de Meriti","Branca","2023",73
"São João de Meriti","Branca","2024",320
"São João de Meriti","Branca","2025",4
"São João de Meriti","Preta","2015",22
"São João de Meriti","Preta","2016",9
"São João de Meriti","Preta","2017",0
"São João de Meriti","Preta","2018",0
"São João de Meriti","Preta","2019",12
"São João de Meriti","Preta","2020",0
"São João de Meriti","Preta","2021",1
"São João de Meriti","Preta","2022",2
"São João de Meriti","Preta","2023",35
"São João de Meriti","Preta","2024",245
"São João de Meriti","Preta","2025",2
"São João de Meriti","Amarela","2015",0
"São João de Meriti","Amarela","2016",0
"São João de Meriti","Amarela","2017",0
"São João de Meriti","Amarela","2018",0
"São João de Meriti","Amarela","2019",7
"São João de Meriti","Amarela","2020",0
"São João de Meriti","Amarela","2021",0
"São João de Meriti","Amarela","2022",0
"São João de Meriti","Amarela","2023",3
"São João de Meriti","Amarela","2024",32
"São João de Meriti","Amarela","2025",0
"São João de Meriti","Parda","2015",137
"São João de Meriti","Parda","2016",74
"São João de Meriti","Parda","2017",0
"São João de Meriti","Parda","2018",0
"São João de Meriti","Parda","2019",50
"São João de Meriti","Parda","2020",5
"São João de Meriti","Parda","2021",4
"São João de Meriti","Parda","2022",6
"São João de Meriti","Parda","2023",154
"São João de Meriti","Parda","2024",1557
"São João de Meriti","Parda","2025",12
"São João de Meriti","Indígena","2015",1
"São João de Meriti","Indígena","2016",0
"São João de Meriti","Indígena","2017",0
"São João de Meriti","Indígena","2018",0
"São João de Meriti","Indígena","2019",0
"São João de Meriti","Indígena","2020",0
"São João de Meriti","Indígena","2021",0
"São João de Meriti","Indígena","2022",0
"São João de Meriti","Indígena","2023",0
"São João de Meriti","Indígena","2024",6
"São João de Meriti","Indígena","2025",0
"São João de Meriti","Ignorado","2015",330
"São João de Meriti","Ignorado","2016",312
"São João de Meriti","Ignorado","2017",0
"São João de Meriti","Ignorado","2018",1
"São João de Meriti","Ignorado","2019",32
"São João de Meriti","Ignorado","2020",4
"São João de Meriti","Ignorado","2021",13
"São João de Meriti","Ignorado","2022",6
"São João de Meriti","Ignorado","2023",74
"São João de Meriti","Ignorado","2024",608
"São João de Meriti","Ignorado","2025",1
"São José de Ubá","Branca","2015",107
"São José de Ubá","Branca","2016",116
"São José de Ubá","Branca","2017",3
"São José de Ubá","Branca","2018",4
"São José de Ubá","Branca","2019",20
"São José de Ubá","Branca","2020",0
"São José de Ubá","Branca","2021",2
"São José de Ubá","Branca","2022",41
"São José de Ubá","Branca","2023",36
"São José de Ubá","Branca","2024",36
"São José de Ubá","Branca","2025",5
"São José de Ubá","Preta","2015",13
"São José de Ubá","Preta","2016",13
"São José de Ubá","Preta","2017",0
"São José de Ubá","Preta","2018",0
"São José de Ubá","Preta","2019",2
"São José de Ubá","Preta","2020",0
"São José de Ubá","Preta","2021",0
"São José de Ubá","Preta","2022",6
"São José de Ubá","Preta","2023",15
"São José de Ubá","Preta","2024",6
"São José de Ubá","Preta","2025",0
"São José de Ubá","Amarela","2015",2
"São José de Ubá","Amarela","2016",2
"São José de Ubá","Amarela","2017",0
"São José de Ubá","Amarela","2018",0
"São José de Ubá","Amarela","2019",0
"São José de Ubá","Amarela","2020",0
"São José de Ubá","Amarela","2021",0
"São José de Ubá","Amarela","2022",0
"São José de Ubá","Amarela","2023",1
"São José de Ubá","Amarela","2024",2
"São José de Ubá","Amarela","2025",0
"São José de Ubá","Parda","2015",41
"São José de Ubá","Parda","2016",111
"São José de Ubá","Parda","2017",0
"São José de Ubá","Parda","2018",1
"São José de Ubá","Parda","2019",13
"São José de Ubá","Parda","2020",0
"São José de Ubá","Parda","2021",3
"São José de Ubá","Parda","2022",18
"São José de Ubá","Parda","2023",31
"São José de Ubá","Parda","2024",36
"São José de Ubá","Parda","2025",1
"São José de Ubá","Indígena","2015",0
"São José de Ubá","Indígena","2016",1
"São José de Ubá","Indígena","2017",0
"São José de Ubá","Indígena","2018",0
"São José de Ubá","Indígena","2019",0
"São José de Ubá","Indígena","2020",0
"São José de Ubá","Indígena","2021",0
"São José de Ubá","Indígena","2022",0
"São José de Ubá","Indígena","2023",0
"São José de Ubá","Indígena","2024",0
"São José de Ubá","Indígena","2025",0
"São José de Ubá","Ignorado","2015",18
"São José de Ubá","Ignorado","2016",14
"São José de Ubá","Ignorado","2017",0
"São José de Ubá","Ignorado","2018",0
"São José de Ubá","Ignorado","2019",0
"São José de Ubá","Ignorado","2020",0
"São José de Ubá","Ignorado","2021",0
"São José de Ubá","Ignorado","2022",4
"São José de Ubá","Ignorado","2023",5
"São José de Ubá","Ignorado","2024",17
"São José de Ubá","Ignorado","2025",1
"São José do Vale do Rio Preto","Branca","2015",617
"São José do Vale do Rio Preto","Branca","2016",100
"São José do Vale do Rio Preto","Branca","2017",5
"São José do Vale do Rio Preto","Branca","2018",2
"São José do Vale do Rio Preto","Branca","2019",2
"São José do Vale do Rio Preto","Branca","2020",1
"São José do Vale do Rio Preto","Branca","2021",2
"São José do Vale do Rio Preto","Branca","2022",0
"São José do Vale do Rio Preto","Branca","2023",1
"São José do Vale do Rio Preto","Branca","2024",300
"São José do Vale do Rio Preto","Branca","2025",15
"São José do Vale do Rio Preto","Preta","2015",30
"São José do Vale do Rio Preto","Preta","2016",2
"São José do Vale do Rio Preto","Preta","2017",0
"São José do Vale do Rio Preto","Preta","2018",0
"São José do Vale do Rio Preto","Preta","2019",0
"São José do Vale do Rio Preto","Preta","2020",1
"São José do Vale do Rio Preto","Preta","2021",0
"São José do Vale do Rio Preto","Preta","2022",0
"São José do Vale do Rio Preto","Preta","2023",0
"São José do Vale do Rio Preto","Preta","2024",49
"São José do Vale do Rio Preto","Preta","2025",2
"São José do Vale do Rio Preto","Amarela","2015",10
"São José do Vale do Rio Preto","Amarela","2016",1
"São José do Vale do Rio Preto","Amarela","2017",0
"São José do Vale do Rio Preto","Amarela","2018",0
"São José do Vale do Rio Preto","Amarela","2019",0
"São José do Vale do Rio Preto","Amarela","2020",0
"São José do Vale do Rio Preto","Amarela","2021",0
"São José do Vale do Rio Preto","Amarela","2022",0
"São José do Vale do Rio Preto","Amarela","2023",0
"São José do Vale do Rio Preto","Amarela","2024",0
"São José do Vale do Rio Preto","Amarela","2025",0
"São José do Vale do Rio Preto","Parda","2015",142
"São José do Vale do Rio Preto","Parda","2016",20
"São José do Vale do Rio Preto","Parda","2017",0
"São José do Vale do Rio Preto","Parda","2018",0
"São José do Vale do Rio Preto","Parda","2019",0
"São José do Vale do Rio Preto","Parda","2020",0
"São José do Vale do Rio Preto","Parda","2021",0
"São José do Vale do Rio Preto","Parda","2022",0
"São José do Vale do Rio Preto","Parda","2023",0
"São José do Vale do Rio Preto","Parda","2024",51
"São José do Vale do Rio Preto","Parda","2025",3
"São José do Vale do Rio Preto","Indígena","2015",0
"São José do Vale do Rio Preto","Indígena","2016",0
"São José do Vale do Rio Preto","Indígena","2017",0
"São José do Vale do Rio Preto","Indígena","2018",0
"São José do Vale do Rio Preto","Indígena","2019",0
"São José do Vale do Rio Preto","Indígena","2020",0
"São José do Vale do Rio Preto","Indígena","2021",0
"São José do Vale do Rio Preto","Indígena","2022",0
"São José do Vale do Rio Preto","Indígena","2023",0
"São José do Vale do Rio Preto","Indígena","2024",0
"São José do Vale do Rio Preto","Indígena","2025",0
"São José do Vale do Rio Preto","Ignorado","2015",70
"São José do Vale do Rio Preto","Ignorado","2016",13
"São José do Vale do Rio Preto","Ignorado","2017",1
"São José do Vale do Rio Preto","Ignorado","2018",2
"São José do Vale do Rio Preto","Ignorado","2019",0
"São José do Vale do Rio Preto","Ignorado","2020",0
"São José do Vale do Rio Preto","Ignorado","2021",0
"São José do Vale do Rio Preto","Ignorado","2022",0
"São José do Vale do Rio Preto","Ignorado","2023",0
"São José do Vale do Rio Preto","Ignorado","2024",18
"São José do Vale do Rio Preto","Ignorado","2025",0
"São Pedro da Aldeia","Branca","2015",23
"São Pedro da Aldeia","Branca","2016",92
"São Pedro da Aldeia","Branca","2017",8
"São Pedro da Aldeia","Branca","2018",33
"São Pedro da Aldeia","Branca","2019",80
"São Pedro da Aldeia","Branca","2020",23
"São Pedro da Aldeia","Branca","2021",44
"São Pedro da Aldeia","Branca","2022",14
"São Pedro da Aldeia","Branca","2023",266
"São Pedro da Aldeia","Branca","2024",111
"São Pedro da Aldeia","Branca","2025",42
"São Pedro da Aldeia","Preta","2015",8
"São Pedro da Aldeia","Preta","2016",18
"São Pedro da Aldeia","Preta","2017",1
"São Pedro da Aldeia","Preta","2018",7
"São Pedro da Aldeia","Preta","2019",13
"São Pedro da Aldeia","Preta","2020",4
"São Pedro da Aldeia","Preta","2021",10
"São Pedro da Aldeia","Preta","2022",0
"São Pedro da Aldeia","Preta","2023",71
"São Pedro da Aldeia","Preta","2024",26
"São Pedro da Aldeia","Preta","2025",11
"São Pedro da Aldeia","Amarela","2015",0
"São Pedro da Aldeia","Amarela","2016",2
"São Pedro da Aldeia","Amarela","2017",0
"São Pedro da Aldeia","Amarela","2018",0
"São Pedro da Aldeia","Amarela","2019",0
"São Pedro da Aldeia","Amarela","2020",0
"São Pedro da Aldeia","Amarela","2021",0
"São Pedro da Aldeia","Amarela","2022",0
"São Pedro da Aldeia","Amarela","2023",0
"São Pedro da Aldeia","Amarela","2024",1
"São Pedro da Aldeia","Amarela","2025",0
"São Pedro da Aldeia","Parda","2015",6
"São Pedro da Aldeia","Parda","2016",38
"São Pedro da Aldeia","Parda","2017",4
"São Pedro da Aldeia","Parda","2018",16
"São Pedro da Aldeia","Parda","2019",33
"São Pedro da Aldeia","Parda","2020",11
"São Pedro da Aldeia","Parda","2021",53
"São Pedro da Aldeia","Parda","2022",7
"São Pedro da Aldeia","Parda","2023",242
"São Pedro da Aldeia","Parda","2024",90
"São Pedro da Aldeia","Parda","2025",30
"São Pedro da Aldeia","Indígena","2015",0
"São Pedro da Aldeia","Indígena","2016",1
"São Pedro da Aldeia","Indígena","2017",0
"São Pedro da Aldeia","Indígena","2018",0
"São Pedro da Aldeia","Indígena","2019",0
"São Pedro da Aldeia","Indígena","2020",0
"São Pedro da Aldeia","Indígena","2021",0
"São Pedro da Aldeia","Indígena","2022",0
"São Pedro da Aldeia","Indígena","2023",0
"São Pedro da Aldeia","Indígena","2024",1
"São Pedro da Aldeia","Indígena","2025",0
"São Pedro da Aldeia","Ignorado","2015",16
"São Pedro da Aldeia","Ignorado","2016",783
"São Pedro da Aldeia","Ignorado","2017",6
"São Pedro da Aldeia","Ignorado","2018",22
"São Pedro da Aldeia","Ignorado","2019",105
"São Pedro da Aldeia","Ignorado","2020",1
"São Pedro da Aldeia","Ignorado","2021",6
"São Pedro da Aldeia","Ignorado","2022",9
"São Pedro da Aldeia","Ignorado","2023",154
"São Pedro da Aldeia","Ignorado","2024",76
"São Pedro da Aldeia","Ignorado","2025",10
"São Sebastião do Alto","Branca","2015",3
"São Sebastião do Alto","Branca","2016",86
"São Sebastião do Alto","Branca","2017",0
"São Sebastião do Alto","Branca","2018",1
"São Sebastião do Alto","Branca","2019",0
"São Sebastião do Alto","Branca","2020",0
"São Sebastião do Alto","Branca","2021",0
"São Sebastião do Alto","Branca","2022",7
"São Sebastião do Alto","Branca","2023",23
"São Sebastião do Alto","Branca","2024",95
"São Sebastião do Alto","Branca","2025",130
"São Sebastião do Alto","Preta","2015",1
"São Sebastião do Alto","Preta","2016",29
"São Sebastião do Alto","Preta","2017",0
"São Sebastião do Alto","Preta","2018",0
"São Sebastião do Alto","Preta","2019",0
"São Sebastião do Alto","Preta","2020",0
"São Sebastião do Alto","Preta","2021",0
"São Sebastião do Alto","Preta","2022",0
"São Sebastião do Alto","Preta","2023",3
"São Sebastião do Alto","Preta","2024",37
"São Sebastião do Alto","Preta","2025",27
"São Sebastião do Alto","Amarela","2015",0
"São Sebastião do Alto","Amarela","2016",5
"São Sebastião do Alto","Amarela","2017",0
"São Sebastião do Alto","Amarela","2018",0
"São Sebastião do Alto","Amarela","2019",0
"São Sebastião do Alto","Amarela","2020",0
"São Sebastião do Alto","Amarela","2021",0
"São Sebastião do Alto","Amarela","2022",0
"São Sebastião do Alto","Amarela","2023",0
"São Sebastião do Alto","Amarela","2024",2
"São Sebastião do Alto","Amarela","2025",0
"São Sebastião do Alto","Parda","2015",0
"São Sebastião do Alto","Parda","2016",37
"São Sebastião do Alto","Parda","2017",0
"São Sebastião do Alto","Parda","2018",0
"São Sebastião do Alto","Parda","2019",1
"São Sebastião do Alto","Parda","2020",0
"São Sebastião do Alto","Parda","2021",0
"São Sebastião do Alto","Parda","2022",1
"São Sebastião do Alto","Parda","2023",3
"São Sebastião do Alto","Parda","2024",68
"São Sebastião do Alto","Parda","2025",71
"São Sebastião do Alto","Indígena","2015",0
"São Sebastião do Alto","Indígena","2016",0
"São Sebastião do Alto","Indígena","2017",0
"São Sebastião do Alto","Indígena","2018",0
"São Sebastião do Alto","Indígena","2019",0
"São Sebastião do Alto","Indígena","2020",0
"São Sebastião do Alto","Indígena","2021",0
"São Sebastião do Alto","Indígena","2022",0
"São Sebastião do Alto","Indígena","2023",0
"São Sebastião do Alto","Indígena","2024",1
"São Sebastião do Alto","Indígena","2025",0
"São Sebastião do Alto","Ignorado","2015",0
"São Sebastião do Alto","Ignorado","2016",39
"São Sebastião do Alto","Ignorado","2017",0
"São Sebastião do Alto","Ignorado","2018",0
"São Sebastião do Alto","Ignorado","2019",0
"São Sebastião do Alto","Ignorado","2020",0
"São Sebastião do Alto","Ignorado","2021",0
"São Sebastião do Alto","Ignorado","2022",0
"São Sebastião do Alto","Ignorado","2023",0
"São Sebastião do Alto","Ignorado","2024",12
"São Sebastião do Alto","Ignorado","2025",0
"Sapucaia","Branca","2015",91
"Sapucaia","Branca","2016",70
"Sapucaia","Branca","2017",2
"Sapucaia","Branca","2018",1
"Sapucaia","Branca","2019",0
"Sapucaia","Branca","2020",0
"Sapucaia","Branca","2021",37
"Sapucaia","Branca","2022",0
"Sapucaia","Branca","2023",14
"Sapucaia","Branca","2024",273
"Sapucaia","Branca","2025",22
"Sapucaia","Preta","2015",25
"Sapucaia","Preta","2016",20
"Sapucaia","Preta","2017",0
"Sapucaia","Preta","2018",2
"Sapucaia","Preta","2019",0
"Sapucaia","Preta","2020",1
"Sapucaia","Preta","2021",10
"Sapucaia","Preta","2022",1
"Sapucaia","Preta","2023",5
"Sapucaia","Preta","2024",117
"Sapucaia","Preta","2025",5
"Sapucaia","Amarela","2015",0
"Sapucaia","Amarela","2016",1
"Sapucaia","Amarela","2017",0
"Sapucaia","Amarela","2018",0
"Sapucaia","Amarela","2019",0
"Sapucaia","Amarela","2020",0
"Sapucaia","Amarela","2021",1
"Sapucaia","Amarela","2022",0
"Sapucaia","Amarela","2023",0
"Sapucaia","Amarela","2024",13
"Sapucaia","Amarela","2025",1
"Sapucaia","Parda","2015",21
"Sapucaia","Parda","2016",23
"Sapucaia","Parda","2017",1
"Sapucaia","Parda","2018",1
"Sapucaia","Parda","2019",1
"Sapucaia","Parda","2020",0
"Sapucaia","Parda","2021",9
"Sapucaia","Parda","2022",0
"Sapucaia","Parda","2023",5
"Sapucaia","Parda","2024",142
"Sapucaia","Parda","2025",12
"Sapucaia","Indígena","2015",1
"Sapucaia","Indígena","2016",0
"Sapucaia","Indígena","2017",0
"Sapucaia","Indígena","2018",0
"Sapucaia","Indígena","2019",0
"Sapucaia","Indígena","2020",0
"Sapucaia","Indígena","2021",0
"Sapucaia","Indígena","2022",0
"Sapucaia","Indígena","2023",0
"Sapucaia","Indígena","2024",3
"Sapucaia","Indígena","2025",1
"Sapucaia","Ignorado","2015",47
"Sapucaia","Ignorado","2016",332
"Sapucaia","Ignorado","2017",5
"Sapucaia","Ignorado","2018",0
"Sapucaia","Ignorado","2019",0
"Sapucaia","Ignorado","2020",0
"Sapucaia","Ignorado","2021",15
"Sapucaia","Ignorado","2022",0
"Sapucaia","Ignorado","2023",5
"Sapucaia","Ignorado","2024",648
"Sapucaia","Ignorado","2025",3
"Saquarema","Branca","2015",16
"Saquarema","Branca","2016",4
"Saquarema","Branca","2017",6
"Saquarema","Branca","2018",7
"Saquarema","Branca","2019",3
"Saquarema","Branca","2020",7
"Saquarema","Branca","2021",9
"Saquarema","Branca","2022",3
"Saquarema","Branca","2023",29
"Saquarema","Branca","2024",327
"Saquarema","Branca","2025",18
"Saquarema","Preta","2015",2
"Saquarema","Preta","2016",2
"Saquarema","Preta","2017",0
"Saquarema","Preta","2018",0
"Saquarema","Preta","2019",1
"Saquarema","Preta","2020",1
"Saquarema","Preta","2021",1
"Saquarema","Preta","2022",0
"Saquarema","Preta","2023",3
"Saquarema","Preta","2024",89
"Saquarema","Preta","2025",6
"Saquarema","Amarela","2015",0
"Saquarema","Amarela","2016",0
"Saquarema","Amarela","2017",0
"Saquarema","Amarela","2018",0
"Saquarema","Amarela","2019",0
"Saquarema","Amarela","2020",0
"Saquarema","Amarela","2021",0
"Saquarema","Amarela","2022",0
"Saquarema","Amarela","2023",1
"Saquarema","Amarela","2024",2
"Saquarema","Amarela","2025",0
"Saquarema","Parda","2015",9
"Saquarema","Parda","2016",10
"Saquarema","Parda","2017",8
"Saquarema","Parda","2018",3
"Saquarema","Parda","2019",5
"Saquarema","Parda","2020",11
"Saquarema","Parda","2021",11
"Saquarema","Parda","2022",2
"Saquarema","Parda","2023",26
"Saquarema","Parda","2024",344
"Saquarema","Parda","2025",36
"Saquarema","Indígena","2015",5
"Saquarema","Indígena","2016",6
"Saquarema","Indígena","2017",1
"Saquarema","Indígena","2018",0
"Saquarema","Indígena","2019",0
"Saquarema","Indígena","2020",0
"Saquarema","Indígena","2021",0
"Saquarema","Indígena","2022",0
"Saquarema","Indígena","2023",0
"Saquarema","Indígena","2024",4
"Saquarema","Indígena","2025",0
"Saquarema","Ignorado","2015",2175
"Saquarema","Ignorado","2016",2571
"Saquarema","Ignorado","2017",877
"Saquarema","Ignorado","2018",111
"Saquarema","Ignorado","2019",19
"Saquarema","Ignorado","2020",34
"Saquarema","Ignorado","2021",177
"Saquarema","Ignorado","2022",0
"Saquarema","Ignorado","2023",7
"Saquarema","Ignorado","2024",205
"Saquarema","Ignorado","2025",5
"Seropédica","Branca","2015",15
"Seropédica","Branca","2016",0
"Seropédica","Branca","2017",2
"Seropédica","Branca","2018",3
"Seropédica","Branca","2019",8
"Seropédica","Branca","2020",0
"Seropédica","Branca","2021",1
"Seropédica","Branca","2022",11
"Seropédica","Branca","2023",5
"Seropédica","Branca","2024",22
"Seropédica","Branca","2025",6
"Seropédica","Preta","2015",3
"Seropédica","Preta","2016",0
"Seropédica","Preta","2017",0
"Seropédica","Preta","2018",3
"Seropédica","Preta","2019",0
"Seropédica","Preta","2020",0
"Seropédica","Preta","2021",0
"Seropédica","Preta","2022",3
"Seropédica","Preta","2023",0
"Seropédica","Preta","2024",4
"Seropédica","Preta","2025",1
"Seropédica","Amarela","2015",0
"Seropédica","Amarela","2016",0
"Seropédica","Amarela","2017",0
"Seropédica","Amarela","2018",0
"Seropédica","Amarela","2019",0
"Seropédica","Amarela","2020",0
"Seropédica","Amarela","2021",0
"Seropédica","Amarela","2022",0
"Seropédica","Amarela","2023",1
"Seropédica","Amarela","2024",38
"Seropédica","Amarela","2025",0
"Seropédica","Parda","2015",105
"Seropédica","Parda","2016",6
"Seropédica","Parda","2017",13
"Seropédica","Parda","2018",11
"Seropédica","Parda","2019",26
"Seropédica","Parda","2020",0
"Seropédica","Parda","2021",1
"Seropédica","Parda","2022",44
"Seropédica","Parda","2023",17
"Seropédica","Parda","2024",39
"Seropédica","Parda","2025",7
"Seropédica","Indígena","2015",0
"Seropédica","Indígena","2016",1
"Seropédica","Indígena","2017",0
"Seropédica","Indígena","2018",2
"Seropédica","Indígena","2019",2
"Seropédica","Indígena","2020",0
"Seropédica","Indígena","2021",0
"Seropédica","Indígena","2022",0
"Seropédica","Indígena","2023",0
"Seropédica","Indígena","2024",1
"Seropédica","Indígena","2025",0
"Seropédica","Ignorado","2015",88
"Seropédica","Ignorado","2016",220
"Seropédica","Ignorado","2017",71
"Seropédica","Ignorado","2018",73
"Seropédica","Ignorado","2019",79
"Seropédica","Ignorado","2020",0
"Seropédica","Ignorado","2021",3
